,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,value
189,47250,33.5,2.29,13.2,6.01,18.0,2.0,1
161,40250,24.25,5.36,22.75,0.83,20.5,2.18,6
378,94500,29.67,0.47,18.0,0.0,17.0,1.22,5
291,72750,39.0,2.12,15.5,2.96,18.0,2.16,3
54,13500,39.67,0.47,13.0,3.08,13.33,0.94,6
138,34500,39.75,0.83,8.75,2.38,16.0,1.41,5
357,89250,27.25,0.43,15.0,0.0,13.25,1.3,0
273,68250,48.0,0.0,0.0,0.0,9.25,0.43,2
214,53500,38.75,7.36,15.25,2.95,17.75,0.43,3
441,110250,35.25,1.3,11.33,0.94,18.75,0.43,5
141,35250,43.75,1.3,15.25,0.83,21.0,0.0,5
278,69500,34.25,2.77,9.67,5.44,12.0,0.0,3
400,100000,37.75,2.05,13.75,8.5,16.5,6.18,6
271,67750,45.0,0.0,18.75,0.43,3.33,1.89,4
441,110250,43.5,1.12,6.0,4.85,31.75,1.3,1
93,23250,29.0,2.92,18.25,2.38,20.75,1.92,1
370,92500,44.25,0.43,23.75,0.43,21.0,0.0,5
188,47000,34.5,3.35,17.25,3.34,19.5,3.35,3
272,68000,31.67,1.25,15.33,2.05,12.75,5.89,3
402,100500,27.0,0.0,2.0,0.0,2.0,0.0,2
402,100500,27.5,0.5,20.5,0.5,19.0,0.71,5
190,47500,44.0,1.22,18.0,0.0,36.0,0.0,1
123,30750,27.0,0.0,7.25,0.43,9.0,0.0,2
397,99250,45.0,0.0,24.0,0.0,28.5,0.5,1
304,76000,39.0,0.0,0.0,0.0,8.25,1.64,2
266,66500,32.25,6.53,18.0,4.74,14.5,3.5,3
197,49250,37.25,5.93,14.67,6.18,12.0,0.0,3
259,64750,48.0,0.0,0.0,0.0,9.25,0.43,2
284,71000,39.75,5.67,12.5,6.42,13.5,4.03,6
55,13750,31.0,1.41,11.67,3.3,18.0,2.12,3
187,46750,44.33,0.47,17.0,1.41,7.5,2.96,4
250,62500,32.75,3.27,13.67,4.64,13.33,8.65,3
364,91000,37.25,1.3,15.5,0.87,3.0,0.0,4
238,59500,31.0,3.08,15.5,4.61,13.5,7.37,3
217,54250,39.75,5.76,17.75,2.17,17.25,6.06,6
97,24250,39.0,3.94,19.0,0.82,16.0,4.97,3
427,106750,36.75,3.27,15.5,0.5,19.0,1.0,6
70,17500,37.0,1.41,17.5,3.64,13.67,1.25,3
194,48500,43.67,0.47,16.0,0.71,11.67,0.47,4
18,4500,40.25,0.83,21.0,0.0,33.0,0.0,1
87,21750,45.0,0.0,21.0,0.0,18.0,0.0,5
263,65750,46.67,0.47,21.0,0.0,17.33,0.47,5
249,62250,30.0,0.0,20.0,0.71,20.5,0.5,0
442,110500,43.5,0.5,17.75,0.43,36.33,0.47,1
413,103250,40.0,1.0,12.0,0.0,2.0,0.71,2
330,82500,41.75,1.3,16.67,3.68,18.0,3.0,6
408,102000,39.25,0.43,0.0,0.0,9.0,0.0,2
297,74250,34.67,3.09,24.33,4.5,18.67,4.99,6
300,75000,31.5,5.94,17.75,4.32,21.75,1.92,6
214,53500,45.0,0.0,26.5,0.5,38.33,0.94,1
135,33750,40.5,0.5,21.0,0.0,15.0,0.0,4
407,101750,34.5,1.5,25.25,1.3,21.5,3.28,6
254,63500,30.0,0.0,19.0,0.89,20.8,0.4,0
256,64000,21.25,0.43,17.75,0.43,1.67,0.47,0
428,107000,30.0,3.0,11.33,8.18,16.67,7.72,3
75,18750,46.0,0.0,20.0,0.71,25.0,0.71,5
358,89500,42.0,0.0,18.5,0.5,9.5,0.87,4
59,14750,39.33,0.47,4.75,0.43,17.0,0.82,2
61,15250,40.75,2.95,15.33,4.92,16.25,3.49,6
144,36000,32.33,4.11,13.0,2.16,14.67,3.09,3
177,44250,48.0,0.0,8.25,0.83,6.75,0.83,2
372,93000,39.75,6.76,17.0,4.69,21.33,2.49,3
341,85250,45.75,0.43,20.0,0.71,12.5,0.87,4
35,8750,21.25,0.43,18.5,0.5,26.75,0.43,0
122,30500,27.25,2.49,14.75,3.27,17.25,2.86,3
77,19250,45.5,0.5,23.5,1.5,36.0,0.0,1
73,18250,45.0,0.0,12.6,0.49,13.25,1.3,5
351,87750,39.67,0.47,24.0,0.0,37.0,0.82,1
367,91750,44.75,0.43,20.25,1.3,32.75,0.43,1
129,32250,32.5,7.7,8.75,5.02,13.0,1.41,3
154,38500,39.67,0.47,10.0,0.0,12.0,0.0,2
400,100000,36.0,3.27,20.25,2.28,20.33,1.7,6
463,115750,42.33,2.49,7.5,6.5,16.0,4.53,6
260,65000,40.5,1.12,13.25,5.67,20.0,1.22,6
6,1500,42.25,0.43,23.75,0.43,35.25,1.3,1
408,102000,45.0,0.0,18.5,0.5,12.5,1.5,4
139,34750,39.67,0.47,1.0,0.0,16.0,0.82,2
343,85750,33.0,0.0,16.0,0.82,21.25,1.09,0
209,52250,36.75,3.42,16.5,5.72,22.0,2.12,6
329,82250,28.5,7.02,12.75,4.15,19.75,4.15,1
81,20250,45.0,0.0,19.0,0.0,14.25,0.83,4
161,40250,45.0,0.0,21.75,0.83,33.75,1.3,1
193,48250,45.0,0.0,13.0,0.71,25.5,1.12,0
81,20250,23.25,0.43,8.25,2.86,27.0,0.0,0
253,63250,44.25,2.49,13.25,1.48,19.25,1.92,3
317,79250,43.75,0.43,20.25,0.43,8.0,1.0,4
354,88500,40.75,0.83,16.25,1.3,14.0,1.58,4
110,27500,45.0,0.0,18.25,0.43,12.5,0.87,4
187,46750,45.0,0.0,16.0,0.0,25.0,0.82,0
315,78750,26.75,0.43,7.25,1.79,11.75,0.43,2
208,52000,33.0,3.67,7.25,4.02,13.75,2.28,3
458,114500,41.5,0.5,15.0,0.0,26.75,0.43,1
199,49750,45.5,0.5,22.25,1.3,36.0,0.0,1
229,57250,36.33,0.47,22.75,1.3,16.0,1.63,6
388,97000,37.5,2.06,18.25,2.49,16.5,5.02,3
333,83250,34.5,6.18,12.33,5.44,19.0,1.41,1
58,14500,28.0,4.18,14.0,4.0,10.75,5.97,3
348,87000,43.5,1.12,13.25,1.3,16.25,4.49,6
42,10500,39.75,0.83,23.5,0.5,29.25,0.83,0
151,37750,42.75,0.83,12.5,2.96,9.0,2.83,4
404,101000,41.5,0.5,19.25,0.83,30.0,0.0,1
79,19750,45.0,0.0,19.25,0.43,14.0,1.0,4
74,18500,45.0,0.0,10.0,2.83,12.25,1.79,5
237,59250,40.0,0.0,5.0,0.0,13.0,0.0,2
210,52500,28.0,0.0,8.5,1.12,10.0,0.82,2
429,107250,28.75,0.43,12.25,0.43,16.5,1.12,2
392,98000,33.0,0.0,21.0,0.0,19.33,3.3,1
463,115750,41.0,0.71,20.33,0.47,18.0,0.0,4
300,75000,34.5,1.5,13.25,2.77,12.5,2.87,3
253,63250,40.0,1.0,2.75,0.43,12.5,0.87,2
408,102000,35.67,2.62,21.33,0.47,18.75,0.83,6
243,60750,29.5,0.5,22.5,0.5,21.0,0.0,0
47,11750,39.33,0.47,5.5,0.5,16.67,0.47,2
247,61750,45.0,0.0,18.75,0.43,14.0,0.71,4
82,20500,46.6,0.49,16.0,2.1,24.0,0.0,5
341,85250,44.25,0.43,14.25,0.43,23.75,0.43,1
371,92750,33.0,0.0,15.0,0.71,17.5,0.5,0
288,72000,34.5,1.5,22.25,0.43,14.0,0.71,0
87,21750,45.5,0.5,15.75,0.43,15.25,1.09,4
146,36500,29.33,8.18,19.67,2.49,21.75,1.48,6
426,106500,29.33,3.27,13.75,4.32,11.75,4.21,6
415,103750,39.5,0.5,9.0,0.0,13.33,0.47,2
28,7000,45.25,0.43,18.0,0.0,4.75,4.32,5
2,500,35.0,1.41,19.33,1.25,19.5,3.2,6
372,93000,37.25,1.3,15.0,3.27,10.67,5.25,3
394,98500,45.25,0.43,20.25,3.7,26.0,4.9,0
350,87500,40.75,1.64,14.0,2.94,15.25,4.02,6
33,8250,45.0,0.0,19.33,0.47,18.33,0.47,5
86,21500,35.5,4.72,14.5,3.2,18.0,3.0,3
189,47250,47.0,0.0,12.0,0.0,17.75,0.43,4
293,73250,45.0,0.0,10.33,1.7,17.5,0.87,5
216,54000,45.0,0.0,16.33,0.47,18.0,0.0,5
206,51500,40.25,0.83,16.75,0.43,36.0,0.0,1
438,109500,48.0,0.0,10.67,1.25,9.5,1.8,4
61,15250,42.5,0.87,23.67,0.47,29.0,0.82,1
10,2500,45.0,0.0,3.0,0.0,15.0,0.0,5
100,25000,16.75,2.68,19.5,0.5,25.75,0.83,0
23,5750,28.75,0.43,7.25,1.09,9.0,0.0,2
410,102500,39.33,0.47,5.0,0.0,16.5,0.5,2
464,116000,43.25,0.83,18.5,0.5,36.0,0.0,1
474,118500,23.5,0.5,15.75,1.3,28.5,1.5,0
55,13750,39.0,0.0,11.25,0.43,27.0,0.0,1
92,23000,42.75,0.83,14.0,0.0,15.0,1.22,4
0,0,44.5,0.5,5.33,4.19,15.0,1.22,4
475,118750,27.75,5.76,13.25,1.3,16.25,2.49,3
409,102250,38.0,5.83,13.0,1.41,15.33,4.11,3
75,18750,39.67,0.47,5.0,0.0,8.0,0.82,2
440,110000,45.0,0.0,14.75,1.09,20.5,0.5,5
381,95250,29.5,8.44,17.25,4.66,12.0,3.67,3
313,78250,37.25,1.3,10.5,1.66,17.0,1.22,5
27,6750,38.75,0.43,22.25,0.43,29.5,0.5,0
183,45750,45.0,0.0,16.0,0.71,23.25,0.83,5
51,12750,39.5,0.5,7.75,0.43,9.25,0.43,2
24,6000,33.0,4.3,11.33,3.3,18.75,2.59,6
17,4250,37.5,4.97,12.0,4.74,13.25,3.03,3
63,15750,45.25,0.43,21.0,0.0,18.75,1.3,5
27,6750,45.25,0.43,21.0,0.0,12.0,0.82,5
412,103000,45.0,0.0,12.75,0.83,19.25,0.43,5
158,39500,45.0,0.0,20.0,0.71,18.4,0.49,5
180,45000,45.0,0.0,14.67,0.47,15.0,0.0,4
383,95750,42.5,0.5,11.5,0.5,23.5,0.5,1
133,33250,37.0,1.0,11.75,0.43,20.75,0.43,5
113,28250,45.0,0.0,23.0,0.82,36.0,0.0,1
265,66250,38.0,1.0,8.5,0.5,17.75,0.43,5
294,73500,40.0,0.82,9.0,2.16,12.25,0.43,4
83,20750,45.0,0.0,10.25,0.43,14.75,0.83,5
271,67750,45.67,0.47,4.33,1.25,0.0,0.0,4
166,41500,45.0,0.0,11.67,0.47,18.25,0.43,5
226,56500,39.67,5.31,15.33,6.18,16.0,5.96,3
377,94250,45.33,0.47,20.67,0.47,17.75,0.43,5
11,2750,32.75,2.17,19.0,4.06,21.0,3.67,6
133,33250,45.75,0.43,7.0,1.41,20.25,0.43,4
437,109250,37.33,0.94,5.5,4.56,16.67,1.25,5
157,39250,37.25,1.3,24.67,0.94,35.0,1.41,1
263,65750,29.25,0.43,21.75,0.83,21.25,2.38,0
98,24500,42.5,0.5,11.25,1.48,12.75,1.79,4
146,36500,29.0,0.0,17.75,0.43,18.25,0.43,0
268,67000,45.0,0.0,18.0,0.0,15.25,0.43,4
431,107750,36.0,0.0,16.25,2.68,15.67,0.94,3
12,3000,32.25,6.18,17.5,3.57,16.75,4.32,6
433,108250,34.5,6.22,14.5,3.28,16.5,5.12,3
427,106750,39.25,0.43,0.0,0.0,13.0,0.82,2
81,20250,45.33,0.47,15.0,0.0,17.75,0.43,4
326,81500,32.5,0.5,19.0,1.22,15.5,4.5,0
385,96250,39.25,5.63,15.0,2.45,15.75,2.38,6
311,77750,32.0,9.25,16.0,4.06,15.75,4.6,3
465,116250,41.5,0.5,18.75,0.43,18.5,0.5,4
146,36500,38.36,2.31,17.55,2.87,18.58,3.17,3
304,76000,33.5,10.06,13.75,4.71,15.0,4.55,3
69,17250,46.0,0.82,17.5,0.87,21.33,0.47,4
60,15000,33.25,1.79,21.0,0.0,17.67,0.47,3
190,47500,45.0,0.0,14.5,2.87,21.75,2.28,5
18,4500,45.0,0.0,18.25,0.43,8.75,0.43,4
400,100000,45.0,0.0,23.0,0.82,33.0,0.0,1
36,9000,45.0,0.0,21.0,0.0,14.0,1.0,4
322,80500,38.0,1.0,17.67,0.47,14.67,1.25,4
455,113750,44.0,0.0,19.75,0.43,8.0,1.22,5
365,91250,42.5,0.5,17.75,0.43,16.0,1.87,5
462,115500,36.25,0.43,9.0,0.0,15.5,0.87,5
409,102250,36.5,8.62,21.0,0.0,15.33,2.36,3
65,16250,36.5,2.29,17.33,4.5,17.67,4.5,3
387,96750,27.0,0.0,14.75,0.43,11.5,0.5,0
5,1250,39.0,3.0,13.25,4.21,11.25,1.92,3
164,41000,29.75,4.92,19.0,1.41,12.5,3.91,1
363,90750,32.6,7.0,17.75,3.77,20.2,4.79,6
218,54500,26.5,5.02,17.5,2.6,22.25,3.27,3
349,87250,45.0,0.0,18.5,1.5,18.5,2.6,5
400,100000,41.0,0.71,21.0,0.0,30.0,0.0,1
116,29000,39.67,0.47,9.0,0.0,12.67,0.47,2
91,22750,41.75,0.43,19.25,2.49,14.75,2.77,5
190,47500,47.67,0.47,11.0,0.0,18.67,0.47,4
383,95750,24.0,0.0,22.25,0.43,4.75,1.09,0
53,13250,48.0,0.0,6.0,0.0,4.0,0.82,2
216,54000,30.75,0.83,19.75,1.3,13.75,1.3,5
37,9250,36.75,3.9,19.5,3.2,20.75,3.83,6
180,45000,25.0,11.58,8.67,4.64,9.0,0.0,3
230,57500,43.75,1.3,9.0,4.24,16.67,0.94,6
253,63250,23.5,4.92,17.5,3.64,20.0,6.6,3
242,60500,45.0,0.0,18.75,0.43,14.67,0.47,4
388,97000,21.67,0.94,18.25,4.15,14.0,2.94,0
270,67500,48.0,0.0,1.0,0.0,9.67,0.47,2
244,61000,27.0,0.0,19.33,0.94,6.0,0.0,5
264,66000,48.0,0.0,1.0,0.0,9.5,0.5,2
104,26000,31.25,5.85,16.0,5.87,19.0,3.16,3
233,58250,21.0,0.0,14.75,2.86,12.25,0.43,0
29,7250,45.67,0.47,19.75,0.43,14.33,0.94,4
339,84750,42.0,0.0,15.25,0.43,16.0,0.71,5
342,85500,23.5,0.5,0.0,0.0,23.67,0.47,0
443,110750,36.75,3.96,14.0,5.61,21.33,3.77,3
89,22250,36.0,0.0,18.25,1.79,19.67,1.25,6
120,30000,27.5,7.37,12.75,2.49,16.75,4.32,1
179,44750,33.0,0.0,20.75,0.43,18.0,0.0,5
351,87750,35.0,3.39,15.5,1.8,18.5,5.12,6
360,90000,47.75,0.43,12.25,0.43,15.25,0.43,4
283,70750,45.5,0.5,18.33,0.47,12.0,0.0,4
23,5750,27.33,0.47,9.0,0.0,19.33,0.94,0
169,42250,43.75,0.83,18.5,0.5,12.5,0.5,4
390,97500,45.0,0.0,12.25,0.43,16.25,1.48,5
401,100250,30.5,3.2,18.0,4.9,17.33,2.49,3
414,103500,42.0,0.0,14.0,0.0,6.5,0.5,4
181,45250,39.5,0.5,8.5,1.12,13.0,1.0,2
166,41500,30.0,0.0,21.33,0.47,23.5,0.5,0
150,37500,39.0,4.24,16.25,3.49,18.75,4.97,3
138,34500,43.5,0.5,18.5,0.5,8.5,1.66,5
360,90000,35.25,2.49,14.25,2.05,22.0,2.35,6
250,62500,40.33,0.94,12.0,0.0,2.33,0.47,2
303,75750,28.75,2.17,17.0,1.0,16.5,4.03,3
162,40500,45.0,0.0,16.0,0.71,21.25,0.43,5
145,36250,29.25,0.43,18.0,0.0,18.25,0.43,0
144,36000,50.0,0.71,19.75,1.3,32.25,1.3,0
345,86250,35.0,1.73,16.67,3.09,21.67,1.7,6
214,53500,42.0,0.0,9.0,4.5,22.75,1.3,1
233,58250,27.0,0.0,9.25,0.43,9.5,0.87,2
149,37250,43.5,0.5,14.0,3.24,20.0,2.55,1
130,32500,43.0,1.58,18.5,2.29,11.0,4.64,6
249,62250,25.0,1.22,5.75,1.92,5.75,0.83,2
430,107500,45.0,0.0,8.0,0.82,18.5,0.5,4
352,88000,45.0,0.0,15.0,0.0,24.25,0.43,1
180,45000,25.25,0.83,11.5,0.5,18.75,0.83,2
255,63750,45.0,0.0,18.25,0.43,13.0,1.22,4
384,96000,45.0,0.0,19.75,0.43,15.5,0.5,4
354,88500,40.25,0.83,12.0,0.0,0.0,0.0,2
251,62750,43.67,0.94,21.0,0.0,21.5,1.5,6
397,99250,27.0,0.0,21.0,1.87,18.25,3.27,0
340,85000,38.5,3.77,12.25,3.49,19.5,4.03,3
226,56500,35.75,2.17,21.0,1.87,18.0,3.67,6
160,40000,45.0,0.0,18.5,0.5,15.25,1.3,4
469,117250,40.25,0.83,12.0,0.0,1.0,0.0,2
37,9250,44.5,0.5,24.0,0.0,36.0,0.0,1
181,45250,48.0,0.0,7.0,0.0,7.0,0.82,2
160,40000,27.0,0.0,21.0,0.0,27.75,0.43,0
136,34000,39.5,0.5,1.0,0.0,16.0,1.0,2
410,102500,40.25,2.59,17.33,2.05,11.0,5.66,6
71,17750,45.0,0.0,1.5,0.5,19.25,0.43,5
437,109250,45.0,0.0,18.0,0.0,10.75,0.83,4
121,30250,25.33,0.47,18.0,0.0,26.5,0.5,0
390,97500,42.0,1.41,24.0,2.45,26.0,1.0,1
178,44500,44.5,0.5,24.0,0.0,29.75,0.43,5
11,2750,36.25,0.43,15.0,1.22,17.25,3.9,1
301,75250,41.0,1.22,17.0,4.55,19.5,1.5,6
270,67500,36.0,2.45,14.0,3.39,18.33,1.25,3
390,97500,44.5,0.5,23.0,0.71,31.5,0.5,1
188,47000,26.0,0.71,11.5,0.5,20.5,0.87,2
330,82500,39.5,0.5,9.25,0.43,11.5,0.87,2
79,19750,29.75,4.26,15.25,3.11,19.5,4.39,1
319,79750,39.0,0.0,4.0,0.0,17.75,0.43,2
322,80500,39.67,0.47,4.75,0.43,18.0,0.0,2
414,103500,45.0,0.0,18.25,0.43,12.25,0.43,4
85,21250,38.75,0.43,13.0,0.71,12.67,6.18,4
235,58750,45.0,0.0,20.0,0.0,12.25,0.43,4
258,64500,40.0,1.0,12.0,0.0,1.0,0.0,2
424,106000,33.5,2.06,19.25,1.3,17.5,0.87,5
60,15000,42.5,1.5,16.5,1.5,21.25,1.92,6
464,116000,36.25,3.63,18.25,3.9,14.33,1.7,3
222,55500,33.75,1.3,16.5,1.12,18.0,5.2,6
436,109000,42.33,2.87,9.33,1.89,13.67,3.09,3
401,100250,39.0,0.0,4.5,0.5,12.75,0.83,2
424,106000,25.67,0.47,12.5,0.5,13.33,0.94,0
80,20000,42.0,0.0,21.0,0.0,13.75,0.83,4
292,73000,35.5,3.57,19.5,2.6,22.75,1.3,6
356,89000,27.0,0.0,16.0,0.0,15.5,0.5,0
340,85000,23.67,4.03,15.33,4.5,19.25,3.03,1
417,104250,32.0,0.71,11.75,4.92,18.4,1.96,6
126,31500,42.0,2.45,15.0,4.12,16.25,5.54,3
460,115000,39.5,0.5,2.5,1.12,17.75,0.43,2
29,7250,32.75,3.83,16.75,3.49,13.75,2.95,6
425,106250,34.25,2.77,12.25,0.83,5.5,2.29,4
23,5750,48.0,0.0,6.0,0.0,1.0,0.0,2
163,40750,43.75,0.83,18.67,0.47,21.0,0.82,1
225,56250,36.75,0.83,17.0,1.0,19.75,3.03,3
86,21500,45.0,0.0,19.67,0.47,14.25,0.83,4
2,500,41.5,0.5,14.25,1.92,33.0,0.0,1
96,24000,39.75,0.83,14.67,6.94,16.5,1.66,6
312,78000,27.0,2.94,12.25,6.3,19.33,1.7,3
57,14250,47.5,0.5,14.0,2.45,12.0,3.67,4
307,76750,39.25,0.43,12.0,0.0,10.5,1.12,4
381,95250,29.5,8.44,17.25,4.66,12.0,3.67,1
307,76750,32.75,5.67,17.0,6.96,22.5,3.35,6
392,98000,31.0,7.14,20.0,3.16,16.5,1.66,6
130,32500,39.25,0.43,12.33,0.47,12.67,0.94,4
470,117500,41.5,0.5,18.5,0.5,26.75,0.43,1
186,46500,43.0,1.58,14.0,2.12,12.0,7.45,6
413,103250,42.0,0.0,14.5,0.5,13.75,2.05,5
344,86000,23.0,0.71,4.0,2.0,23.75,0.43,0
63,15750,40.0,0.82,24.0,0.0,29.5,0.5,0
81,20250,30.0,0.0,21.0,0.0,15.75,0.83,0
446,111500,40.0,0.0,5.67,2.49,12.0,0.0,2
331,82750,41.0,1.0,12.0,0.0,8.5,0.5,4
318,79500,45.0,0.0,10.0,2.16,10.67,1.25,4
388,97000,39.33,0.47,3.0,0.0,13.25,0.83,2
68,17000,43.67,0.47,23.5,0.5,33.0,0.0,1
411,102750,43.5,2.06,12.5,4.5,15.0,3.54,6
464,116000,37.75,2.49,15.25,1.79,17.25,3.34,6
262,65500,42.0,0.0,22.0,0.71,34.5,1.5,1
302,75500,27.0,0.0,20.0,0.0,12.25,0.43,0
316,79000,39.5,5.68,18.0,2.45,17.25,5.76,6
16,4000,48.0,0.0,5.0,0.0,2.25,0.83,2
195,48750,42.25,0.43,8.5,2.69,15.75,0.83,4
405,101250,42.33,0.47,17.0,3.32,8.0,3.74,6
356,89000,48.0,0.0,2.0,0.0,9.75,0.83,2
384,96000,33.0,0.0,10.5,1.12,19.5,1.12,0
348,87000,39.5,0.5,16.75,0.43,13.0,1.87,4
44,11000,41.5,0.5,15.5,2.18,33.0,0.0,1
209,52250,41.0,0.71,15.5,4.56,17.67,2.87,6
22,5500,44.5,0.5,20.75,0.43,21.25,0.43,1
131,32750,33.0,0.0,21.0,0.0,3.0,2.92,5
163,40750,36.25,0.43,11.5,1.12,13.25,0.43,4
192,48000,40.25,2.77,20.33,1.7,15.67,4.99,3
167,41750,30.0,0.0,10.5,0.5,4.33,1.7,0
343,85750,45.0,0.0,15.25,0.43,24.0,0.0,1
466,116500,34.75,3.03,14.5,3.5,12.75,5.36,6
286,71500,34.0,1.41,21.0,0.0,16.0,1.0,0
476,119000,41.5,0.5,20.75,0.43,17.25,0.83,4
56,14000,24.0,0.0,22.25,0.43,27.5,0.5,0
161,40250,36.5,0.5,8.67,2.05,22.0,1.0,5
187,46750,39.25,0.43,7.0,0.82,11.33,0.94,2
27,6750,31.33,1.25,14.0,2.74,20.67,2.87,3
285,71250,38.0,0.82,16.0,1.0,28.0,1.0,1
435,108750,25.25,0.43,23.75,0.43,22.75,1.09,0
37,9250,25.5,0.5,16.75,1.3,18.0,2.12,0
413,103250,35.75,5.36,16.67,4.19,16.25,3.27,3
199,49750,34.25,6.5,21.0,0.0,14.33,5.73,3
309,77250,39.4,0.49,15.0,0.71,11.2,0.98,4
284,71000,33.0,0.0,23.5,0.5,13.5,1.12,0
475,118750,34.75,7.66,14.5,2.18,12.0,5.79,3
156,39000,37.75,3.27,16.75,2.95,14.5,2.06,1
104,26000,45.75,0.83,12.25,0.43,21.5,0.5,5
333,83250,41.5,0.5,21.0,0.0,30.0,0.0,1
90,22500,43.0,0.71,21.0,0.0,35.0,1.22,1
406,101500,26.75,0.43,18.25,1.48,16.25,4.26,0
286,71500,45.67,0.47,19.0,0.71,13.67,0.47,4
154,38500,44.0,0.0,17.33,0.94,7.0,0.0,5
118,29500,27.0,0.0,6.67,0.94,9.0,0.0,2
292,73000,39.5,0.5,5.0,0.0,18.33,0.47,2
147,36750,42.0,0.0,19.5,0.5,35.25,1.3,1
98,24500,26.25,0.43,8.0,0.0,14.0,1.0,0
188,47000,43.5,0.5,19.0,0.71,20.75,0.43,5
401,100250,48.0,0.0,2.0,0.0,11.5,0.5,2
54,13500,39.33,0.47,8.33,0.47,10.25,0.43,2
296,74000,42.0,0.0,20.75,0.43,16.25,0.83,5
39,9750,40.25,3.63,13.75,5.31,15.25,5.67,3
193,48250,39.0,0.0,1.5,0.5,14.5,0.87,2
208,52000,33.75,1.92,15.25,7.26,16.5,1.12,6
38,9500,40.25,4.92,14.0,4.97,18.75,4.6,6
424,106000,39.5,0.5,12.0,0.0,7.25,2.28,4
113,28250,45.0,0.0,21.0,0.0,26.0,0.71,1
404,101000,39.0,0.0,0.0,0.0,8.33,0.94,2
218,54500,39.0,6.4,15.5,2.5,16.0,4.64,3
5,1250,47.67,0.47,21.0,0.0,8.33,0.47,5
202,50500,42.25,2.17,11.25,5.54,20.75,0.83,6
5,1250,45.0,0.0,2.5,0.5,15.5,0.5,5
332,83000,36.75,0.83,9.5,8.08,16.67,1.7,3
102,25500,25.5,0.5,7.0,0.0,14.67,0.94,0
278,69500,46.0,0.0,17.5,0.5,20.67,0.47,4
423,105750,34.5,2.06,14.5,3.04,16.0,6.44,3
461,115250,45.0,0.0,8.5,0.5,10.0,1.41,5
471,117750,36.0,3.67,14.0,1.63,18.5,0.87,3
471,117750,45.0,0.0,0.0,0.0,19.25,0.43,5
102,25500,43.5,0.5,15.0,0.0,11.0,1.0,4
24,6000,48.0,0.0,6.0,0.0,1.33,0.47,2
129,32250,45.0,0.0,19.67,1.25,21.75,0.83,5
140,35000,42.25,1.09,17.0,0.82,18.67,0.94,5
302,75500,48.0,0.0,3.75,0.43,8.5,0.5,2
427,106750,25.5,1.5,27.75,1.3,12.5,0.5,0
186,46500,43.75,0.43,14.25,0.83,11.25,1.3,4
97,24250,28.5,7.83,12.75,2.77,17.0,3.54,3
332,83000,36.75,0.43,16.0,1.0,19.75,1.3,5
417,104250,44.75,0.43,24.0,0.0,29.25,0.43,1
99,24750,45.0,0.0,17.2,0.4,17.75,0.43,5
396,99000,34.33,3.09,11.5,0.5,15.67,3.3,3
295,73750,43.5,0.5,16.5,0.5,16.5,0.5,5
109,27250,39.67,0.47,6.5,0.87,11.33,0.47,2
38,9500,30.0,0.0,17.0,0.82,16.5,1.12,0
64,16000,30.0,0.0,20.67,0.47,15.75,0.83,0
167,41750,36.5,0.87,23.0,1.41,32.67,0.47,1
449,112250,42.0,0.0,25.67,1.25,28.5,1.66,0
278,69500,25.5,4.03,16.0,3.74,14.0,7.87,3
369,92250,28.0,7.07,15.0,3.0,18.0,2.12,3
435,108750,33.33,2.49,20.0,1.0,15.0,7.79,6
362,90500,33.75,1.3,18.67,0.94,19.67,3.4,3
263,65750,34.5,1.5,21.25,2.38,17.25,6.3,6
431,107750,39.0,0.0,1.0,0.0,15.5,0.5,2
126,31500,29.33,2.87,15.25,2.77,19.33,3.09,3
52,13000,34.5,2.06,11.5,5.41,16.5,2.5,3
435,108750,45.0,0.0,23.5,0.5,23.33,0.94,5
196,49000,40.0,4.36,13.75,2.49,20.0,2.83,6
233,58250,30.0,0.0,19.67,0.47,17.0,1.22,5
405,101250,39.0,0.0,0.0,0.0,9.0,0.82,2
41,10250,44.5,0.5,13.0,0.71,16.25,0.43,4
400,100000,33.75,3.7,13.75,2.95,17.0,1.41,3
377,94250,30.0,7.04,15.0,1.87,21.25,2.77,3
247,61750,33.67,3.77,15.33,4.03,18.33,2.05,3
320,80000,37.5,1.12,7.5,1.5,21.0,0.0,5
130,32500,38.25,4.82,18.75,2.49,11.5,4.09,3
406,101500,39.5,0.5,0.0,0.0,8.75,0.43,2
181,45250,39.5,0.5,10.0,0.0,9.75,0.43,2
5,1250,41.0,3.0,22.5,1.12,36.0,0.0,1
243,60750,39.67,0.47,3.5,0.5,12.33,0.47,2
66,16500,48.0,0.0,6.33,0.47,4.75,0.83,2
310,77500,39.0,0.71,12.0,0.0,17.75,0.43,4
393,98250,42.33,0.47,21.0,0.0,15.25,0.43,5
253,63250,39.5,0.5,9.75,0.43,12.25,0.43,2
61,15250,27.0,0.0,0.0,0.0,17.5,0.5,0
35,8750,24.5,3.57,15.5,3.35,16.25,6.3,3
110,27500,39.67,0.47,8.75,0.43,11.33,0.47,2
103,25750,43.33,0.47,14.5,1.12,7.0,3.0,4
260,65000,39.67,0.47,5.5,0.5,18.0,0.0,2
256,64000,42.0,0.0,22.0,1.0,36.0,0.0,1
447,111750,40.0,0.82,12.0,0.0,1.5,0.5,2
338,84500,36.0,0.0,21.25,0.43,22.75,1.64,6
